State,Year,AvgTemp,AvgHumidity,TotalRainfall,Crop,Season,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Telangana,2017,27.9,64,920,Rice,Rabi       ,915389.0,3317425.0,815.7,144118844.2,347847.82,3.532666667
Telangana,2018,28.7,66,1052,Rice,Kharif     ,1189264.0,4135049.0,1350.3,192898620.8,416242.4,3.3065625
Telangana,2018,28.7,66,1052,Rice,Rabi       ,742508.0,2533895.0,1350.3,120434797.6,259877.8,3.208125
Telangana,2019,28.2,65,947,Rice,Kharif     ,1631151.0,5985349.0,1031.7,280166495.8,603525.87,3.575625
Telangana,2019,28.2,65,947,Rice,Rabi       ,1585062.0,5900447.0,1031.7,272250249.1,586472.94,3.610625
Haryana,2008,21.2,65,642,Rice,Kharif     ,1211149.0,3299000.0,715.6,173242753.0,109003.41,2.569
Haryana,2009,21.5,64,598,Rice,Kharif     ,1206435.0,3628000.0,393.0,187986701.7,205093.95,2.673809524
Haryana,2010,21.8,66,745,Rice,Kharif     ,1243281.0,3465000.0,639.2,206521406.9,298387.44,2.561428571
Haryana,2011,20.8,59,498,Rice,Kharif     ,1234094.0,3574300.0,471.5409091,206735426.9,407251.02,2.63047619
Haryana,2012,21.3,65,610,Rice,Kharif     ,1206255.0,3941000.0,307.9,181903254.0,373939.05,3.041
Haryana,2013,20.5,63,678,Rice,Kharif     ,1244000.0,4041000.0,452.2,179745560.0,335880.0,3.112
Haryana,2014,21.9,67,789,Rice,Kharif     ,1277000.0,3989000.0,301.3,192775920.0,421410.0,2.9465
Haryana,2015,21.4,64,632,Rice,Kharif     ,1353000.0,4142000.0,426.8,213652230.0,446490.0,2.963
Haryana,2016,22.0,68,815,Rice,Kharif     ,1384700.0,4451000.0,554.7,212205275.0,484645.0,2.9505
Haryana,2017,21.7,65,654,Rice,Kharif     ,1422100.0,4880000.0,417.1,223895424.0,540398.0,3.096190476
Haryana,2018,22.2,69,870,Rice,Kharif     ,1447000.0,4516000.0,533.2,234703400.0,506450.0,2.94952381
Haryana,2019,21.8,66,725,Rice,Kharif     ,1558900.0,5194600.0,351.8,267756664.0,576793.0,3.048095238
Madhya Pradesh,2008,26.5,69,1059,Rice,Kharif     ,1706557.0,1571103.0,895.0,244105913.3,153590.13,0.911020408
Madhya Pradesh,2009,26.0,68,982,Rice,Whole Year ,1593071.0,1355660.0,904.1,248232323.2,270822.07,0.906041667
Madhya Pradesh,2010,26.7,70,1124,Rice,Kharif     ,1573535.0,1766596.0,856.3,261379898.8,377648.4,1.211666667
Madhya Pradesh,2011,26.2,69,1017,Rice,Kharif     ,1693231.0,2273045.0,852.6,283650057.1,558766.23,1.400416667
Madhya Pradesh,2012,26.9,71,1205,Rice,Kharif     ,1791157.0,3106146.0,1049.5,270106475.6,555258.67,1.631041667
Madhya Pradesh,2013,25.8,68,952,Rice,Kharif     ,1881546.0,3321724.0,1451.4,271864581.5,508017.42,1.410204082
Madhya Pradesh,2014,27.1,72,1278,Rice,Kharif     ,2057000.0,3522660.0,891.2,310524720.0,678810.0,1.663488372
Madhya Pradesh,2015,26.5,69,1086,Rice,Kharif     ,2027000.0,3546790.0,1000.7,320083570.0,668910.0,1.701904762
Madhya Pradesh,2016,27.2,70,1154,Rice,Kharif     ,2260000.0,5400540.0,1048.4,346345000.0,791000.0,2.040294118
Madhya Pradesh,2017,26.7,69,1020,Rice,Kharif     ,2023070.0,4869658.0,800.0,318512140.8,768766.6,1.806888889
Madhya Pradesh,2017,26.7,69,1020,Rice,Summer     ,12070.0,29400.0,800.0,1900300.8,4586.6,1.965294118
Madhya Pradesh,2018,27.4,71,1242,Rice,Kharif     ,2794020.0,5238850.0,1102.2,453190044.0,977907.0,1.444901961
Madhya Pradesh,2019,26.9,70,1107,Rice,Kharif     ,3076000.0,7268659.0,1446.7,528333760.0,1138120.0,1.858
Madhya Pradesh,2019,26.9,70,1107,Rice,Summer     ,34311.0,94770.0,1446.7,5893257.36,12695.07,0.8775
Uttar Pradesh,2008,24.8,72,821,Rice,Kharif     ,6011761.0,13051365.0,891.6,859922293.4,541058.49,2.124428571
Uttar Pradesh,2008,24.8,72,821,Rice,Summer     ,21621.0,45666.0,891.6,3092667.84,1945.89,2.095
Uttar Pradesh,2009,24.3,71,754,Rice,Kharif     ,5148046.0,10714990.0,585.8,802168527.7,875167.82,2.00971831
Uttar Pradesh,2009,24.3,71,754,Rice,Summer     ,24695.0,61514.0,585.8,3847974.9,4198.15,2.13
Uttar Pradesh,2010,25.0,73,892,Rice,Kharif     ,5631949.0,11938078.0,742.6,935523048.4,1351667.76,2.052916667
Uttar Pradesh,2010,25.0,73,892,Rice,Summer     ,25121.0,54221.0,742.6,4172849.31,6029.04,2.032222222
Uttar Pradesh,2011,24.5,72,789,Rice,Kharif     ,5922643.0,13962896.0,777.4,992161155.4,1954472.19,2.294444444
Uttar Pradesh,2011,24.5,72,789,Rice,Summer     ,23642.0,59496.0,777.4,3960507.84,7801.86,2.335909091
Uttar Pradesh,2012,25.2,74,945,Rice,Kharif     ,5837298.0,14353736.0,746.3,880264538.4,1809562.38,2.4092
Uttar Pradesh,2012,25.2,74,945,Rice,Summer     ,23984.0,62203.0,746.3,3616787.2,7435.04,2.434761905
Uttar Pradesh,2013,24.7,71,807,Rice,Kharif     ,5955306.0,14565665.0,995.2,860482163.9,1607932.62,2.396133333
Uttar Pradesh,2013,24.7,71,807,Rice,Summer     ,27063.0,70171.0,995.2,3910332.87,7307.01,2.479047619
Uttar Pradesh,2014,25.4,75,987,Rice,Kharif     ,5842029.0,13241518.0,616.4,881912697.8,1927869.57,2.240533333
Uttar Pradesh,2014,25.4,75,987,Rice,Summer     ,29947.0,75449.0,616.4,4520799.12,9882.51,2.384090909
Uttar Pradesh,2015,24.9,72,832,Rice,Kharif     ,5837445.0,12434053.0,596.7,921790939.9,1926356.85,2.096133333
Uttar Pradesh,2015,24.9,72,832,Rice,Summer     ,24595.0,67107.0,596.7,3883796.45,8116.35,2.295
Uttar Pradesh,2016,25.6,73,918,Rice,Kharif     ,5965657.0,14396168.0,965.3,914236935.3,2087979.95,2.3668
Uttar Pradesh,2016,25.6,73,918,Rice,Summer     ,26051.0,74184.0,965.3,3992315.75,9117.85,2.484117647
Uttar Pradesh,2017,25.1,72,854,Rice,Kharif     ,5897871.0,15441958.0,652.1,928560810.2,2241190.98,2.541333333
Uttar Pradesh,2017,25.1,72,854,Rice,Summer     ,25761.0,76645.0,652.1,4055811.84,9789.18,2.67
Uttar Pradesh,2018,25.8,74,1029,Rice,Kharif     ,5894983.0,15932429.0,792.8,956166242.6,2063244.05,2.6056
Uttar Pradesh,2018,25.8,74,1029,Rice,Summer     ,29145.0,87266.0,792.8,4727319.0,10200.75,2.662631579
Uttar Pradesh,2019,25.3,73,907,Rice,Kharif     ,5898690.0,16947998.0,814.5,1013158994.0,2182515.3,2.823466667
Uttar Pradesh,2019,25.3,73,907,Rice,Summer     ,25659.0,79891.0,814.5,4407189.84,9493.83,2.968717949
Puducherry,2008,28.5,74,1356,Rice,Kharif     ,4493.0,12290.0,1434.5875,642678.72,404.37,3.0
Puducherry,2008,28.5,74,1356,Rice,Rabi       ,11306.0,24163.0,1434.5875,1617210.24,1017.54,2.82
Puducherry,2008,28.5,74,1356,Rice,Summer     ,4981.0,14263.0,1434.5875,712482.24,448.29,2.125
Puducherry,2009,28.1,73,1284,Rice,Kharif     ,4650.0,13501.0,1434.5875,724563.0,790.5,2.893333333
Puducherry,2009,28.1,73,1284,Rice,Rabi       ,11178.0,25378.0,1434.5875,1741755.96,1900.26,2.903333333
Puducherry,2009,28.1,73,1284,Rice,Summer     ,5098.0,13451.0,1434.5875,794370.36,866.66,1.965
Puducherry,2010,28.8,75,1427,Rice,Kharif     ,4384.0,12602.0,1434.5875,728226.24,1052.16,2.673333333
Puducherry,2010,28.8,75,1427,Rice,Rabi       ,10920.0,26585.0,1434.5875,1813921.2,2620.8,3.446666667
Puducherry,2010,28.8,75,1427,Rice,Summer     ,4710.0,12773.0,1434.5875,782378.1,1130.4,2.7
Puducherry,2011,28.3,74,1312,Rice,Kharif     ,4237.0,12794.0,1434.5875,709782.24,1398.21,3.046666667
Puducherry,2011,28.3,74,1312,Rice,Rabi       ,10324.0,23489.0,1434.5875,1729476.48,3406.92,2.856666667
Puducherry,2011,28.3,74,1312,Rice,Summer     ,2015.0,5831.0,1434.5875,337552.8,664.95,2.49
Puducherry,2012,29.0,76,1485,Rice,Kharif     ,3559.0,11637.0,1098.3,536697.2,1103.29,3.076666667
Puducherry,2012,29.0,76,1485,Rice,Rabi       ,8979.0,23373.0,1098.3,1354033.2,2783.49,3.233333333
Puducherry,2012,29.0,76,1485,Rice,Summer     ,3743.0,11509.0,1098.3,564444.4,1160.33,2.54
Puducherry,2013,28.4,73,1257,Rice,Kharif     ,3671.0,12091.0,1083.2,530422.79,991.17,2.696666667
Puducherry,2013,28.4,73,1257,Rice,Rabi       ,8382.0,24736.0,1083.2,1211115.18,2263.14,3.78
Puducherry,2013,28.4,73,1257,Rice,Summer     ,3769.0,12965.0,1083.2,544582.81,1017.63,3.41
Puducherry,2014,29.1,77,1542,Rice,Kharif     ,3643.0,11821.0,1330.0,549947.28,1202.19,2.936666667
Puducherry,2014,29.1,77,1542,Rice,Rabi       ,9006.0,26378.0,1330.0,1359545.76,2971.98,3.506666667
Puducherry,2014,29.1,77,1542,Rice,Summer     ,4005.0,14518.0,1330.0,604594.8,1321.65,3.62
Puducherry,2015,28.6,74,1386,Rice,Kharif     ,3817.0,12250.0,1980.6,602742.47,1259.61,2.273333333
Puducherry,2015,28.6,74,1386,Rice,Rabi       ,8505.0,19587.0,1980.6,1343024.55,2806.65,2.47
Puducherry,2015,28.6,74,1386,Rice,Summer     ,3941.0,12049.0,1980.6,622323.31,1300.53,2.225
Puducherry,2016,29.3,75,1454,Rice,Kharif     ,3693.0,13151.0,1391.3,565952.25,1292.55,3.24
Puducherry,2016,29.3,75,1454,Rice,Rabi       ,8412.0,23024.0,1391.3,1289139.0,2944.2,3.436666667
Puducherry,2016,29.3,75,1454,Rice,Summer     ,4100.0,15989.0,1391.3,628325.0,1435.0,2.535
Puducherry,2017,28.8,74,1320,Rice,Kharif     ,4325.0,15281.0,1582.4,680928.0,1643.5,3.256666667
Puducherry,2017,28.8,74,1320,Rice,Rabi       ,8749.0,25188.0,1582.4,1377442.56,3324.62,3.27
Puducherry,2017,28.8,74,1320,Rice,Summer     ,4297.0,15518.0,1582.4,676519.68,1632.86,2.85
Puducherry,2018,29.5,77,1517,Rice,Kharif     ,4298.0,16082.0,1693.9,697135.6,1504.3,3.373333333
Puducherry,2018,29.5,77,1517,Rice,Rabi       ,9048.0,30635.0,1693.9,1467585.6,3166.8,3.976666667
Puducherry,2018,29.5,77,1517,Rice,Summer     ,4515.0,16626.0,1693.9,732333.0,1580.25,2.885
Puducherry,2019,29.0,75,1402,Rice,Kharif     ,4323.0,15171.0,1317.0,742518.48,1599.51,3.216666667
Puducherry,2019,29.0,75,1402,Rice,Rabi       ,9397.0,28114.0,1317.0,1614028.72,3476.89,3.883333333
Puducherry,2019,29.0,75,1402,Rice,Summer     ,4518.0,16060.0,1317.0,776011.68,1671.66,3.55
Uttarakhand,2008,18.4,67,1287,Rice,Kharif     ,275711.0,528524.0,1363.7,39437701.44,24813.99,1.627692308
Uttarakhand,2008,18.4,67,1287,Rice,Summer     ,12654.0,39797.0,1363.7,1810028.16,1138.86,3.1
Uttarakhand,2009,18.0,66,1192,Rice,Kharif     ,270608.0,551716.0,847.8,42166138.56,46003.36,1.613846154
Uttarakhand,2009,18.0,66,1192,Rice,Rabi       ,13775.0,39300.0,847.8,2146420.5,2341.75,2.85
Uttarakhand,2010,18.7,68,1354,Rice,Kharif     ,270416.0,495083.0,1419.0,44918801.76,64899.84,1.540769231
Uttarakhand,2010,18.7,68,1354,Rice,Rabi       ,15277.0,50503.0,1419.0,2537662.47,3666.48,2.25
Uttarakhand,2011,18.2,67,1247,Rice,Kharif     ,261319.0,544497.0,1564.7,43776158.88,86235.27,1.684615385
Uttarakhand,2011,18.2,67,1247,Rice,Summer     ,13680.0,45267.0,1564.7,2291673.6,4514.4,3.31
Uttarakhand,2012,18.9,69,1425,Rice,Kharif     ,255037.0,561339.0,1309.8,38459579.6,79061.47,1.750769231
Uttarakhand,2012,18.9,69,1425,Rice,Summer     ,14200.0,45552.0,1309.8,2141360.0,4402.0,3.21
Uttarakhand,2013,18.3,66,1172,Rice,Kharif     ,246959.0,551758.0,1735.4,35683105.91,66678.93,1.736153846
Uttarakhand,2013,18.3,66,1172,Rice,Summer     ,12420.0,41310.0,1735.4,1794565.8,3353.4,3.353333333
Uttarakhand,2014,19.0,70,1502,Rice,Kharif     ,247698.0,561856.0,1287.4,37392490.08,81740.34,1.738461538
Uttarakhand,2014,19.0,70,1502,Rice,Summer     ,12394.0,39004.0,1287.4,1870998.24,4090.02,3.15
Uttarakhand,2015,18.5,67,1317,Rice,Kharif     ,252163.0,591755.0,1247.6,39819059.33,83213.79,1.795384615
Uttarakhand,2015,18.5,67,1317,Rice,Summer     ,13043.0,50137.0,1247.6,2059620.13,4304.19,3.81
Uttarakhand,2016,19.2,68,1485,Rice,Kharif     ,251498.0,582720.0,1580.9,38542068.5,88024.3,1.779230769
Uttarakhand,2016,19.2,68,1485,Rice,Summer     ,14703.0,55577.0,1580.9,2253234.75,5146.05,3.77
Uttarakhand,2017,18.7,67,1290,Rice,Kharif     ,246539.0,620027.0,1475.8,38815100.16,93684.82,1.909230769
Uttarakhand,2017,18.7,67,1290,Rice,Summer     ,13953.0,44845.0,1475.8,2196760.32,5302.14,3.223333333
Uttarakhand,2018,19.4,70,1567,Rice,Kharif     ,243666.0,574963.0,1373.0,39522625.2,85283.1,1.804615385
Uttarakhand,2018,19.4,70,1567,Rice,Summer     ,15682.0,51570.0,1373.0,2543620.4,5488.7,3.283333333
